lead_id,chuck_id,mensaje_chuck,intencion,pre_precio,lead_clase
L01866,CHUCK_08,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L02917,CHUCK_07,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L01235,CHUCK_02,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L02040,CHUCK_08,retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio
L01237,CHUCK_09,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio
L02652,CHUCK_05,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00135,CHUCK_03,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00367,CHUCK_09,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00460,CHUCK_07,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L02433,CHUCK_10,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L02168,CHUCK_02,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L02770,CHUCK_09,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L02603,CHUCK_04,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L00403,CHUCK_09,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L01211,CHUCK_04,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L01055,CHUCK_06,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L02873,CHUCK_02,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L01843,CHUCK_10,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L02360,CHUCK_01,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L02342,CHUCK_09,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L02649,CHUCK_09,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,1,tibio
L00869,CHUCK_01,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L01337,CHUCK_05,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L01110,CHUCK_09,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L01539,CHUCK_09,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00267,CHUCK_04,"es normal tener esa inquietud, revisemos alternativas.",objecion,1,frio
L01689,CHUCK_09,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L01508,CHUCK_04,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L00944,CHUCK_09,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L02872,CHUCK_05,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L02536,CHUCK_02,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00313,CHUCK_04,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L02344,CHUCK_10,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L02292,CHUCK_05,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L01243,CHUCK_10,te explico las caracteristicas principales del producto.,consulta_producto,0,frio
L00345,CHUCK_05,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00063,CHUCK_03,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L02948,CHUCK_02,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,1,caliente
L02881,CHUCK_03,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L02596,CHUCK_04,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L02798,CHUCK_02,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L02304,CHUCK_06,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L02041,CHUCK_06,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00189,CHUCK_05,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00760,CHUCK_09,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L01614,CHUCK_08,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00030,CHUCK_07,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00719,CHUCK_09,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L02149,CHUCK_05,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00508,CHUCK_04,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00899,CHUCK_09,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L01078,CHUCK_08,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L00981,CHUCK_04,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00868,CHUCK_08,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00516,CHUCK_02,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L01921,CHUCK_01,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L01879,CHUCK_05,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00470,CHUCK_03,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio
L02877,CHUCK_10,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00336,CHUCK_01,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L02090,CHUCK_10,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L01770,CHUCK_02,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L01105,CHUCK_03,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00301,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L01804,CHUCK_04,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L00875,CHUCK_09,retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio
L01369,CHUCK_01,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00170,CHUCK_09,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L01314,CHUCK_06,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L00783,CHUCK_02,quedo atento para continuar cuando te venga bien.,seguimiento,1,tibio
L01531,CHUCK_10,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00808,CHUCK_05,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L01319,CHUCK_03,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,tibio
L00097,CHUCK_04,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,1,tibio
L02320,CHUCK_04,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L01297,CHUCK_04,te explico las caracteristicas principales del producto.,consulta_producto,1,tibio
L00238,CHUCK_09,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L02689,CHUCK_07,este producto incluye soporte y configuracion inicial.,consulta_producto,1,tibio
L02308,CHUCK_06,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L00578,CHUCK_06,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L02271,CHUCK_05,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L01200,CHUCK_09,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L02986,CHUCK_07,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00480,CHUCK_06,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L02224,CHUCK_03,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L02466,CHUCK_01,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L01351,CHUCK_10,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L01642,CHUCK_03,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L02486,CHUCK_07,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L02818,CHUCK_08,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00358,CHUCK_05,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L02880,CHUCK_07,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio
L01644,CHUCK_07,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L02261,CHUCK_08,te explico las caracteristicas principales del producto.,consulta_producto,0,frio
L02469,CHUCK_01,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L01392,CHUCK_10,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,1,tibio
L00796,CHUCK_02,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L01943,CHUCK_06,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L02439,CHUCK_07,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00387,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L01602,CHUCK_02,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L01456,CHUCK_07,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L02310,CHUCK_03,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L01944,CHUCK_05,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L02647,CHUCK_02,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L01170,CHUCK_07,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00987,CHUCK_01,te explico las caracteristicas principales del producto.,consulta_producto,0,frio
L01673,CHUCK_02,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00340,CHUCK_02,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L01359,CHUCK_04,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L01596,CHUCK_08,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00304,CHUCK_02,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L02525,CHUCK_03,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L02744,CHUCK_04,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L02112,CHUCK_07,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L01498,CHUCK_04,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L02240,CHUCK_02,te ayudo con soporte tecnico paso a paso.,soporte,1,frio
L00636,CHUCK_01,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00634,CHUCK_04,"si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente
L02055,CHUCK_06,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente
L01039,CHUCK_10,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio
L00836,CHUCK_09,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L02460,CHUCK_04,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente
L01957,CHUCK_09,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L01854,CHUCK_10,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L02155,CHUCK_07,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00571,CHUCK_02,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L01549,CHUCK_09,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio
L00252,CHUCK_02,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L02879,CHUCK_10,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00487,CHUCK_03,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L01548,CHUCK_04,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00984,CHUCK_03,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L01773,CHUCK_02,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00697,CHUCK_06,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L01048,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00188,CHUCK_06,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L02962,CHUCK_01,te explico las caracteristicas principales del producto.,consulta_producto,0,frio
L00070,CHUCK_10,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L00242,CHUCK_02,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L02352,CHUCK_03,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L01446,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L02152,CHUCK_07,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L01192,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00468,CHUCK_09,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L01630,CHUCK_08,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00109,CHUCK_04,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,1,caliente
L01025,CHUCK_03,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L01026,CHUCK_09,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L02421,CHUCK_06,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L01245,CHUCK_08,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00116,CHUCK_08,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00545,CHUCK_05,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L02350,CHUCK_03,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00952,CHUCK_06,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L02903,CHUCK_03,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L02048,CHUCK_04,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,1,frio
L02403,CHUCK_05,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L02868,CHUCK_10,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L02182,CHUCK_04,podemos resolver esa objecion con una opcion mas flexible.,objecion,1,frio
L02018,CHUCK_07,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio
L02231,CHUCK_03,te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio
L01182,CHUCK_07,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente
L02243,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L01346,CHUCK_03,"hola, un gusto saludarte. en que te asesoro?",saludo,1,frio
L01891,CHUCK_01,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L01168,CHUCK_02,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00271,CHUCK_09,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L02197,CHUCK_05,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,1,frio
L02213,CHUCK_04,te explico las caracteristicas principales del producto.,consulta_producto,1,frio
L01438,CHUCK_02,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L01148,CHUCK_03,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente
L02511,CHUCK_01,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L02571,CHUCK_04,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L01911,CHUCK_05,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio
L02061,CHUCK_05,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00293,CHUCK_01,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L02426,CHUCK_03,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente
L02732,CHUCK_02,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L02566,CHUCK_04,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L01021,CHUCK_07,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00078,CHUCK_01,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente
L02398,CHUCK_04,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L01375,CHUCK_05,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L02386,CHUCK_07,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00732,CHUCK_04,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L01662,CHUCK_09,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00077,CHUCK_06,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00375,CHUCK_02,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L00758,CHUCK_10,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L01463,CHUCK_04,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L02614,CHUCK_10,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L01952,CHUCK_10,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L01538,CHUCK_05,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L02807,CHUCK_04,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L02607,CHUCK_07,puedo guiarte para solucionar el problema ahora mismo.,soporte,1,frio
L00021,CHUCK_04,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00344,CHUCK_04,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L01118,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L02759,CHUCK_02,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00083,CHUCK_08,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L01234,CHUCK_01,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio
L01180,CHUCK_03,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L02157,CHUCK_03,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L02253,CHUCK_03,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L00555,CHUCK_06,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00482,CHUCK_10,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L01205,CHUCK_03,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L02971,CHUCK_07,podemos resolver esa objecion con una opcion mas flexible.,objecion,1,frio
L02127,CHUCK_03,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L01818,CHUCK_09,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00318,CHUCK_08,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L02950,CHUCK_03,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00173,CHUCK_02,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L02138,CHUCK_05,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L00071,CHUCK_04,"si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio
L02134,CHUCK_04,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L02227,CHUCK_06,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio
L01697,CHUCK_04,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L01005,CHUCK_10,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L02851,CHUCK_07,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L01379,CHUCK_06,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00969,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L02839,CHUCK_02,"si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente
L01283,CHUCK_09,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00628,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio
L02808,CHUCK_07,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00186,CHUCK_08,te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio
L01760,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L02764,CHUCK_09,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00088,CHUCK_10,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00903,CHUCK_07,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L01226,CHUCK_10,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente
L01451,CHUCK_06,"si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio
L01608,CHUCK_01,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00713,CHUCK_07,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L01601,CHUCK_01,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L02475,CHUCK_01,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00176,CHUCK_09,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L02223,CHUCK_10,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L02225,CHUCK_03,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00320,CHUCK_02,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00099,CHUCK_05,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L01784,CHUCK_01,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L01824,CHUCK_09,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L01393,CHUCK_10,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00956,CHUCK_10,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L01413,CHUCK_05,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L01649,CHUCK_03,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L01064,CHUCK_03,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L01035,CHUCK_05,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00910,CHUCK_09,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L02279,CHUCK_09,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L01049,CHUCK_01,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L01038,CHUCK_08,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00800,CHUCK_04,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L02867,CHUCK_02,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L02912,CHUCK_01,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00829,CHUCK_06,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L01485,CHUCK_09,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L01031,CHUCK_01,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L02159,CHUCK_09,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00412,CHUCK_08,retomo la conversacion para ayudarte con la decision.,seguimiento,1,frio
L01665,CHUCK_06,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00543,CHUCK_10,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L00659,CHUCK_03,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L01108,CHUCK_07,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00637,CHUCK_10,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00909,CHUCK_07,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L01302,CHUCK_06,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L01535,CHUCK_01,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L01581,CHUCK_03,retomo la conversacion para ayudarte con la decision.,seguimiento,1,tibio
L01681,CHUCK_10,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L02052,CHUCK_04,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio
L01737,CHUCK_03,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L02151,CHUCK_10,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L02524,CHUCK_04,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L02121,CHUCK_04,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L01618,CHUCK_03,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L01654,CHUCK_09,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L01453,CHUCK_05,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L02797,CHUCK_10,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00862,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00399,CHUCK_10,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00479,CHUCK_05,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente
L02202,CHUCK_02,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L01224,CHUCK_04,este producto incluye soporte y configuracion inicial.,consulta_producto,1,tibio
L02150,CHUCK_10,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L02452,CHUCK_09,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio
L01647,CHUCK_03,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00518,CHUCK_04,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00795,CHUCK_04,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00604,CHUCK_07,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L02483,CHUCK_05,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L01431,CHUCK_06,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L01691,CHUCK_03,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L01090,CHUCK_03,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L02562,CHUCK_01,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L01738,CHUCK_10,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L01119,CHUCK_06,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L01507,CHUCK_06,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00494,CHUCK_04,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,1,frio
L02482,CHUCK_05,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L00294,CHUCK_01,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L02595,CHUCK_04,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente
