lead_id,chuck_id,mensaje_chuck,intencion,pre_precio,lead_clase,lead_clase_id
L01386,CHUCK_08,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L01387,CHUCK_01,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01388,CHUCK_01,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L01389,CHUCK_10,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01390,CHUCK_04,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01391,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01392,CHUCK_10,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,1,tibio,1
L01393,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01394,CHUCK_08,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01395,CHUCK_01,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L01396,CHUCK_04,Retomo la conversacion para ayudarte con la decision.,seguimiento,1,tibio,1
L01397,CHUCK_01,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L01398,CHUCK_10,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L01399,CHUCK_10,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01400,CHUCK_01,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01401,CHUCK_05,Este producto incluye soporte y configuracion inicial.,consulta_producto,1,frio,0
L01402,CHUCK_05,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01403,CHUCK_08,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01404,CHUCK_05,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L01405,CHUCK_05,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01406,CHUCK_08,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01407,CHUCK_05,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01408,CHUCK_07,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L01409,CHUCK_08,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01410,CHUCK_03,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01411,CHUCK_05,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L01412,CHUCK_08,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01413,CHUCK_05,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01414,CHUCK_03,Este producto incluye soporte y configuracion inicial.,consulta_producto,1,frio,0
L01415,CHUCK_07,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01416,CHUCK_01,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01417,CHUCK_02,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01418,CHUCK_05,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01419,CHUCK_05,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01420,CHUCK_05,Te explico las caracteristicas principales del producto.,consulta_producto,1,tibio,1
L01421,CHUCK_07,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01422,CHUCK_02,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01423,CHUCK_09,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01424,CHUCK_06,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01425,CHUCK_09,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L01426,CHUCK_09,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01427,CHUCK_07,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L01428,CHUCK_01,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L01429,CHUCK_02,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente,2
L01430,CHUCK_06,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L01431,CHUCK_06,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01432,CHUCK_03,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01433,CHUCK_03,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio,1
L01434,CHUCK_06,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01435,CHUCK_07,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01436,CHUCK_09,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L01437,CHUCK_05,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01438,CHUCK_02,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01439,CHUCK_08,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L01440,CHUCK_08,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01441,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01442,CHUCK_02,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L01443,CHUCK_10,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01444,CHUCK_07,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01445,CHUCK_05,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L01446,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01447,CHUCK_03,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01448,CHUCK_04,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L01449,CHUCK_01,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01450,CHUCK_01,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L01451,CHUCK_06,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio,1
L01452,CHUCK_10,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L01453,CHUCK_05,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L01454,CHUCK_01,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L01455,CHUCK_01,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,1,frio,0
L01456,CHUCK_07,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01457,CHUCK_07,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01458,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01459,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L01460,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,1,tibio,1
L01461,CHUCK_04,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01462,CHUCK_03,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01463,CHUCK_04,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01464,CHUCK_10,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01465,CHUCK_01,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio,1
L01466,CHUCK_08,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente,2
L01467,CHUCK_06,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L01468,CHUCK_09,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01469,CHUCK_08,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01470,CHUCK_09,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01471,CHUCK_07,Este producto incluye soporte y configuracion inicial.,consulta_producto,1,tibio,1
L01472,CHUCK_06,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L01473,CHUCK_10,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01474,CHUCK_08,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01475,CHUCK_03,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01476,CHUCK_07,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio,1
L01477,CHUCK_08,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01478,CHUCK_04,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01479,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01480,CHUCK_09,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L01481,CHUCK_06,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01482,CHUCK_02,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L01483,CHUCK_04,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01484,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio,1
L01485,CHUCK_09,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L01486,CHUCK_01,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01487,CHUCK_05,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01488,CHUCK_07,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01489,CHUCK_07,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L01490,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01491,CHUCK_03,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01492,CHUCK_09,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L01493,CHUCK_05,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L01494,CHUCK_10,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01495,CHUCK_05,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01496,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L01497,CHUCK_10,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01498,CHUCK_04,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01499,CHUCK_10,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01500,CHUCK_08,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01501,CHUCK_10,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01502,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01503,CHUCK_03,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L01504,CHUCK_03,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L01505,CHUCK_08,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01506,CHUCK_10,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L01507,CHUCK_06,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01508,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L01509,CHUCK_04,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L01510,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01511,CHUCK_10,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01512,CHUCK_01,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L01513,CHUCK_01,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L01514,CHUCK_05,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L01515,CHUCK_10,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L01516,CHUCK_03,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01517,CHUCK_05,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L01518,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,tibio,1
L01519,CHUCK_03,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01520,CHUCK_03,Podemos resolver esa objecion con una opcion mas flexible.,objecion,1,tibio,1
L01521,CHUCK_05,Te escribo para dar seguimiento a tu interes.,seguimiento,1,frio,0
L01522,CHUCK_04,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L01523,CHUCK_06,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L01524,CHUCK_06,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L01525,CHUCK_09,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01526,CHUCK_04,Quedo atento para continuar cuando te venga bien.,seguimiento,1,tibio,1
L01527,CHUCK_10,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01528,CHUCK_10,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01529,CHUCK_10,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L01530,CHUCK_02,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01531,CHUCK_10,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L01532,CHUCK_01,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01533,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01534,CHUCK_06,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L01535,CHUCK_01,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L01536,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01537,CHUCK_03,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L01538,CHUCK_05,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01539,CHUCK_09,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01540,CHUCK_01,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L01541,CHUCK_02,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01542,CHUCK_02,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,frio,0
L01543,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L01544,CHUCK_08,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,caliente,2
L01545,CHUCK_03,Retomo la conversacion para ayudarte con la decision.,seguimiento,1,tibio,1
L01546,CHUCK_02,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio,1
L01547,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01548,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01549,CHUCK_09,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio,1
L01550,CHUCK_09,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L01551,CHUCK_06,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L01552,CHUCK_03,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,1,frio,0
L01553,CHUCK_09,Retomo la conversacion para ayudarte con la decision.,seguimiento,1,tibio,1
L01554,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01555,CHUCK_05,Este producto incluye soporte y configuracion inicial.,consulta_producto,1,frio,0
L01556,CHUCK_03,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,1,frio,0
L01557,CHUCK_09,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01558,CHUCK_08,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01559,CHUCK_02,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01560,CHUCK_09,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L01561,CHUCK_05,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01562,CHUCK_07,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio,1
L01563,CHUCK_03,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L01564,CHUCK_07,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L01565,CHUCK_05,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L01566,CHUCK_01,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L01567,CHUCK_10,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L01568,CHUCK_09,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio,1
L01569,CHUCK_10,Podemos resolver esa objecion con una opcion mas flexible.,objecion,1,tibio,1
L01570,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01571,CHUCK_01,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L01572,CHUCK_02,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01573,CHUCK_05,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L01574,CHUCK_02,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01575,CHUCK_05,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L01576,CHUCK_06,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01577,CHUCK_04,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01578,CHUCK_08,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L01579,CHUCK_07,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L01580,CHUCK_08,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01581,CHUCK_03,Retomo la conversacion para ayudarte con la decision.,seguimiento,1,tibio,1
L01582,CHUCK_02,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L01583,CHUCK_02,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01584,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01585,CHUCK_02,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01586,CHUCK_04,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L01587,CHUCK_07,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L01588,CHUCK_01,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01589,CHUCK_03,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L01590,CHUCK_07,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L01591,CHUCK_07,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L01592,CHUCK_07,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01593,CHUCK_08,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L01594,CHUCK_05,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L01595,CHUCK_06,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01596,CHUCK_08,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L01597,CHUCK_01,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L01598,CHUCK_04,Te ayudo con soporte tecnico paso a paso.,soporte,1,frio,0
L01599,CHUCK_07,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01600,CHUCK_09,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01601,CHUCK_01,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L01602,CHUCK_02,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01603,CHUCK_08,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L01604,CHUCK_06,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01605,CHUCK_04,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01606,CHUCK_05,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L01607,CHUCK_06,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01608,CHUCK_01,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01609,CHUCK_01,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01610,CHUCK_05,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01611,CHUCK_08,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01612,CHUCK_07,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L01613,CHUCK_09,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L01614,CHUCK_08,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L01615,CHUCK_03,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01616,CHUCK_05,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01617,CHUCK_06,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01618,CHUCK_03,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L01619,CHUCK_02,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01620,CHUCK_07,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01621,CHUCK_06,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L01622,CHUCK_02,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L01623,CHUCK_03,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L01624,CHUCK_04,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01625,CHUCK_06,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01626,CHUCK_09,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01627,CHUCK_04,Te explico las caracteristicas principales del producto.,consulta_producto,1,frio,0
L01628,CHUCK_02,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L01629,CHUCK_05,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01630,CHUCK_08,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01631,CHUCK_08,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01632,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01633,CHUCK_10,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01634,CHUCK_02,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01635,CHUCK_06,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01636,CHUCK_05,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L01637,CHUCK_03,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L01638,CHUCK_04,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L01639,CHUCK_08,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01640,CHUCK_08,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01641,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio,1
L01642,CHUCK_03,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01643,CHUCK_09,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01644,CHUCK_07,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01645,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L01646,CHUCK_07,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L01647,CHUCK_03,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L01648,CHUCK_10,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01649,CHUCK_03,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01650,CHUCK_08,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01651,CHUCK_08,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L01652,CHUCK_02,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01653,CHUCK_04,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L01654,CHUCK_09,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L01655,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01656,CHUCK_08,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L01657,CHUCK_06,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01658,CHUCK_04,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L01659,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01660,CHUCK_06,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01661,CHUCK_08,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente,2
L01662,CHUCK_09,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L01663,CHUCK_01,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio,1
L01664,CHUCK_08,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L01665,CHUCK_06,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L01666,CHUCK_01,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L01667,CHUCK_08,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio,1
L01668,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01669,CHUCK_10,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L01670,CHUCK_01,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L01671,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01672,CHUCK_07,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01673,CHUCK_02,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01674,CHUCK_06,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
